Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2005 JIF
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ ,0218-4885,1793-6411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",270,0.43
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL ,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",143,0.403
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF ,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",323,0.343
N/A,LECT NOTES ARTIF INT ,0302-9743,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",4284,0.302
MINDS AND MACHINES,MIND MACH ,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",95,0.245
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM ,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",20,0.219
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST ,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",182,0.219
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST ,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",176,0.174
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO ,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",55,0.16
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM ,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",143,0.128
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+ ,1064-2307,1555-6530,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",53,0.105
COMPUTING AND INFORMATICS,COMPUT INFORM ,1335-9150,1335-9150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",39,0.091
N/A,ENG INTELL SYST ELEC ,1472-8915,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",33,0.038
