Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2012 JIF
NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,1872-8286,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",5594,1.634
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENG APPL ARTIF INTEL,0952-1976,1873-6769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2085,1.625
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",730,1.593
ARTIFICIAL LIFE,ARTIF LIFE,1064-5462,1530-9185,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",715,1.585
ARTIFICIAL INTELLIGENCE REVIEW,ARTIF INTELL REV,0269-2821,1573-7462,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",605,1.565
DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,0169-023X,1872-6933,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1279,1.519
International Journal of Fuzzy Systems,INT J FUZZY SYST,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",284,1.506
Fuzzy Optimization and Decision Making,FUZZY OPTIM DECIS MA,1568-4539,1573-2908,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",295,1.488
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",791,1.471
MACHINE LEARNING,MACH LEARN,0885-6125,1573-0565,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",7004,1.467
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1095-8363,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",682,1.463
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,1942-4795,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",73,1.422
INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,INT J INTELL SYST,0884-8173,1098-111X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1320,1.416
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIF INTELL MED,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1281,1.355
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1758-0374,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",180,1.351
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",154,1.333
MECHATRONICS,MECHATRONICS,0957-4158,0957-4158,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1681,1.3
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1876-1372,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",128,1.298
JOURNAL OF INTELLIGENT MANUFACTURING,J INTELL MANUF,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1474,1.278
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",5346,1.266
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",671,1.24
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUT VIS IMAGE UND,1077-3142,1090-235X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2952,1.232
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",657,1.231
NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,1433-3058,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",770,1.168
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1861-8219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",159,1.156
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOT AUTON SYST,0921-8890,1872-793X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1807,1.156
SOFT COMPUTING,SOFT COMPUT,1432-7643,1433-7479,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1380,1.124
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,1741-2633,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",490,1.113
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",839,1.103
Applied Ontology,APPL ONTOL,1570-5838,1875-8533,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",93,1.08
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,J ARTIF INTELL RES,1076-9757,1943-5037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1638,1.056
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,J MULT-VALUED LOG S,1542-3980,1542-3999,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",164,1.047
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",562,1.008
N/A,ACM T AUTON ADAP SYS,1556-4665,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",161,1.0
COMPUTATIONAL INTELLIGENCE,COMPUT INTELL-US,0824-7935,1467-8640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",388,1.0
N/A,COMPUT LINGUIST,1530-9312,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1010,0.94
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INT J UNCERTAIN FUZZ,0218-4885,1793-6411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",906,0.886
Cognitive Computation,COGN COMPUT,1866-9956,1866-9964,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",125,0.867
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",419,0.833
Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1783-7677,1783-8738,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",42,0.833
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",775,0.827
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",411,0.814
International Journal on Document Analysis and Recognition,INT J DOC ANAL RECOG,1433-2833,1433-2825,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",238,0.8
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1573-7454,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",500,0.79
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",347,0.788
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",337,0.769
N/A,COGN SYST RES,1389-0417,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",290,0.75
CONSTRAINTS,CONSTRAINTS,1383-7133,1572-9354,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",213,0.737
AI MAGAZINE,AI MAG,0738-4602,2371-9621,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",691,0.726
CONNECTION SCIENCE,CONNECT SCI,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",318,0.706
Natural Computing,NAT COMPUT,1567-7818,1572-9796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",389,0.683
Information Technology and Control,INF TECHNOL CONTROL,1392-124X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",125,0.667
Swarm Intelligence,SWARM INTELL-US,1935-3812,1935-3820,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",183,0.64
IET Computer Vision,IET COMPUT VIS,1751-9632,1751-9640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",106,0.636
KNOWLEDGE ENGINEERING REVIEW,KNOWL ENG REV,0269-8889,1469-8005,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",546,0.59
Turkish Journal of Electrical Engineering and Computer Sciences,TURK J ELECTR ENG CO,1300-0632,1303-6203,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",198,0.568
JOURNAL OF AUTOMATED REASONING,J AUTOM REASONING,0168-7433,1573-0670,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",341,0.567
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INT J PATTERN RECOGN,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",735,0.562
Advances in Electrical and Computer Engineering,ADV ELECTR COMPUT EN,1582-7445,1844-7600,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",142,0.552
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",422,0.475
Natural Language Engineering,NAT LANG ENG,1351-3249,1469-8110,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",189,0.474
Intelligent Data Analysis,INTELL DATA ANAL,1088-467X,1571-4128,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",463,0.472
MINDS AND MACHINES,MIND MACH,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",219,0.458
AI COMMUNICATIONS,AI COMMUN,0921-7126,1875-8452,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",249,0.449
N/A,J APPL LOGIC,1570-8683,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",127,0.419
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",348,0.407
International Arab Journal of Information Technology,INT ARAB J INF TECHN,1683-3198,1683-3198,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",123,0.39
Neural Network World,NEURAL NETW WORLD,1210-0552,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",150,0.362
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1361-6536,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",825,0.333
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",182,0.317
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INT J SOFTW ENG KNOW,0218-1940,1793-6403,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",175,0.295
COMPUTING AND INFORMATICS,COMPUT INFORM,1335-9150,1335-9150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",129,0.254
International Journal on Artificial Intelligence Tools,INT J ARTIF INTELL T,0218-2130,1793-6349,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",263,0.25
International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,1552-6283,1552-6291,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",166,0.25
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,1064-2307,1555-6530,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",177,0.249
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,1012-2443,1573-7470,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",409,0.2
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,0127-9084,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",36,0.161
Traitement du Signal,TRAIT SIGNAL,0765-0019,1958-5608,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",64,0.158
