Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2018 JIF
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,1041-4347,1558-2191,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","12,124",3.857
DECISION SUPPORT SYSTEMS,DECISION SUPPORT SYSTEMS,0167-9236,1873-5797,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","9,734",3.847
International Journal of Machine Learning and Cybernetics,International Journal of Machine Learning and Cybernetics,1868-8071,1868-808X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,998",3.844
ADVANCED ENGINEERING INFORMATICS,ADVANCED ENGINEERING INFORMATICS,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,525",3.772
AUTONOMOUS ROBOTS,AUTONOMOUS ROBOTS,0929-5593,1573-7527,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,460",3.634
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIFICIAL INTELLIGENCE IN MEDICINE,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,462",3.574
JOURNAL OF INTELLIGENT MANUFACTURING,JOURNAL OF INTELLIGENT MANUFACTURING,0956-5515,1572-8145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,783",3.535
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,0952-1976,1873-6769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","6,789",3.526
Semantic Web,Semantic Web,1570-0844,2210-4968,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",798,3.524
EVOLUTIONARY COMPUTATION,EVOLUTIONARY COMPUTATION,1063-6560,1530-9304,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,900",3.469
International Journal of Bio-Inspired Computation,International Journal of Bio-Inspired Computation,1758-0366,1758-0374,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",968,3.395
IEEE Transactions on Human-Machine Systems,IEEE Transactions on Human-Machine Systems,2168-2291,2168-2305,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,269",3.332
International Journal of Fuzzy Systems,International Journal of Fuzzy Systems,1562-2479,2199-3211,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,809",3.085
Frontiers in Neurorobotics,Frontiers in Neurorobotics,1662-5218,1662-5218,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",609,3.0
MECHATRONICS,MECHATRONICS,0957-4158,0957-4158,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","4,499",2.978
Big Data Research,Big Data Research,2214-5796,2214-5796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",381,2.952
ROBOTICS AND AUTONOMOUS SYSTEMS,ROBOTICS AND AUTONOMOUS SYSTEMS,0921-8890,1872-793X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","6,182",2.928
APPLIED INTELLIGENCE,APPLIED INTELLIGENCE,0924-669X,1573-7497,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,667",2.882
DATA MINING AND KNOWLEDGE DISCOVERY,DATA MINING AND KNOWLEDGE DISCOVERY,1384-5810,1573-756X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,506",2.879
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,0219-6220,1793-6845,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,130",2.862
ACM Transactions on Intelligent Systems and Technology,ACM Transactions on Intelligent Systems and Technology,2157-6904,2157-6912,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","4,028",2.861
PATTERN RECOGNITION LETTERS,PATTERN RECOGNITION LETTERS,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","12,661",2.81
MACHINE LEARNING,MACHINE LEARNING,0885-6125,1573-0565,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","17,358",2.809
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0169-7439,1873-3239,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","9,266",2.786
SOFT COMPUTING,SOFT COMPUTING,1432-7643,1433-7479,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","6,483",2.784
IEEE Transactions on Cognitive and Developmental Systems,IEEE Transactions on Cognitive and Developmental Systems,2379-8920,2379-8939,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",221,2.755
IMAGE AND VISION COMPUTING,IMAGE AND VISION COMPUTING,0262-8856,1872-8138,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","5,870",2.747
Memetic Computing,Memetic Computing,1865-9284,1865-9292,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",469,2.674
ACM Transactions on Autonomous and Adaptive Systems,ACM Transactions on Autonomous and Adaptive Systems,N/A,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",517,2.66
COMPUTER VISION AND IMAGE UNDERSTANDING,COMPUTER VISION AND IMAGE UNDERSTANDING,1077-3142,1090-235X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","6,450",2.645
NEURAL PROCESSING LETTERS,NEURAL PROCESSING LETTERS,1370-4621,1573-773X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,140",2.591
Journal of Real-Time Image Processing,Journal of Real-Time Image Processing,1861-8200,1861-8219,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,029",2.588
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,1942-4787,1942-4795,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",858,2.541
SIAM Journal on Imaging Sciences,SIAM Journal on Imaging Sciences,1936-4954,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,806",2.514
Journal of Web Semantics,Journal of Web Semantics,1570-8268,1873-7749,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,162",2.429
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWLEDGE AND INFORMATION SYSTEMS,0219-1377,0219-3116,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,006",2.397
Egyptian Informatics Journal,Egyptian Informatics Journal,1110-8665,2090-4754,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",406,2.306
NEURAL COMPUTATION,NEURAL COMPUTATION,0899-7667,1530-888X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","14,077",2.261
Swarm Intelligence,Swarm Intelligence,1935-3812,1935-3820,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",595,2.208
International Journal of Computational Intelligence Systems,International Journal of Computational Intelligence Systems,1875-6891,1875-6883,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,321",2.153
COMPUTATIONAL LINGUISTICS,COMPUTATIONAL LINGUISTICS,0891-2017,1530-9312,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,138",2.13
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,0952-813X,1362-3079,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",674,2.111
IET Biometrics,IET Biometrics,2047-4938,2047-4946,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",475,2.092
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,0921-0296,1573-0409,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,443",2.02
Journal on Multimodal User Interfaces,Journal on Multimodal User Interfaces,1783-7677,1783-8738,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",306,2.02
IET Image Processing,IET Image Processing,1751-9659,1751-9667,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,636",2.004
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,0888-613X,1873-4731,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,587",1.982
Journal of Ambient Intelligence and Humanized Computing,Journal of Ambient Intelligence and Humanized Computing,1868-5137,1868-5145,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",861,1.91
COMPUTER SPEECH AND LANGUAGE,COMPUTER SPEECH AND LANGUAGE,0885-2308,1095-8363,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,437",1.857
JOURNAL OF CHEMOMETRICS,JOURNAL OF CHEMOMETRICS,0886-9383,1099-128X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","3,900",1.847
International Journal on Semantic Web and Information Systems,International Journal on Semantic Web and Information Systems,1552-6283,1552-6291,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",311,1.833
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,1076-9757,1943-5037,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","4,004",1.82
MACHINE VISION AND APPLICATIONS,MACHINE VISION AND APPLICATIONS,0932-8092,1432-1769,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,038",1.788
IET Computer Vision,IET Computer Vision,1751-9632,1751-9640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",883,1.648
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,1064-1246,1875-8967,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","5,527",1.637
ARTIFICIAL LIFE,ARTIFICIAL LIFE,1064-5462,1530-9185,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",869,1.608
JOURNAL OF MATHEMATICAL IMAGING AND VISION,JOURNAL OF MATHEMATICAL IMAGING AND VISION,0924-9907,1573-7683,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","2,286",1.603
Biologically Inspired Cognitive Architectures,Biologically Inspired Cognitive Architectures,N/A,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",256,1.597
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",883,1.589
DATA & KNOWLEDGE ENGINEERING,DATA & KNOWLEDGE ENGINEERING,0169-023X,1872-6933,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,606",1.583
EXPERT SYSTEMS,EXPERT SYSTEMS,0266-4720,1468-0394,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",677,1.505
International Journal of Applied Mathematics and Computer Science,International Journal of Applied Mathematics and Computer Science,1641-876X,2083-8492,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,205",1.504
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,1387-2532,1573-7454,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",877,1.419
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANALYSIS AND APPLICATIONS,1433-7541,1433-755X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,065",1.41
MINDS AND MACHINES,MINDS AND MACHINES,0924-6495,1572-8641,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",449,1.4
JOURNAL OF HEURISTICS,JOURNAL OF HEURISTICS,1381-1231,1572-9397,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,187",1.392
Cognitive Systems Research,Cognitive Systems Research,2214-4366,1389-0417,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",690,1.384
ADAPTIVE BEHAVIOR,ADAPTIVE BEHAVIOR,1059-7123,1741-2633,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",654,1.362
Genetic Programming and Evolvable Machines,Genetic Programming and Evolvable Machines,1389-2576,1573-7632,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",340,1.333
Natural Computing,Natural Computing,1567-7818,1572-9796,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",778,1.33
AI MAGAZINE,AI MAGAZINE,0738-4602,2371-9621,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,419",1.316
INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,0218-4885,1793-6411,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,882",1.286
Journal of Ambient Intelligence and Smart Environments,Journal of Ambient Intelligence and Smart Environments,1876-1364,1876-1372,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",306,1.186
JOURNAL OF AUTOMATED REASONING,JOURNAL OF AUTOMATED REASONING,0168-7433,1573-0670,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",584,1.172
Natural Language Engineering,Natural Language Engineering,1351-3249,1469-8110,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",443,1.13
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0218-0014,1793-6381,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,429",1.11
CONSTRAINTS,CONSTRAINTS,1383-7133,1572-9354,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",267,1.106
IEEE Transactions on Computational Intelligence and AI in Games,IEEE Transactions on Computational Intelligence and AI in Games,N/A,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",565,1.056
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,1012-2443,1573-7470,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",809,1.011
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMPUTATION IN NEURAL SYSTEMS,0954-898X,1361-6536,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",755,1.0
APPLIED ARTIFICIAL INTELLIGENCE,APPLIED ARTIFICIAL INTELLIGENCE,0883-9514,1087-6545,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",698,0.988
Neural Network World,Neural Network World,1210-0552,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",326,0.957
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,0890-0604,1469-1760,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",630,0.894
International Journal on Artificial Intelligence Tools,International Journal on Artificial Intelligence Tools,0218-2130,1793-6349,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",475,0.849
International Journal on Document Analysis and Recognition,International Journal on Document Analysis and Recognition,1433-2833,1433-2825,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",606,0.846
KNOWLEDGE ENGINEERING REVIEW,KNOWLEDGE ENGINEERING REVIEW,0269-8889,1469-8005,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",891,0.814
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELLIGENT AUTOMATION AND SOFT COMPUTING,1079-8587,2326-005X,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",471,0.79
ACM Transactions on Asian and Low-Resource Language Information Processing,ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",65,0.788
COMPUTATIONAL INTELLIGENCE,COMPUTATIONAL INTELLIGENCE,0824-7935,1467-8640,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",709,0.776
AI COMMUNICATIONS,AI COMMUNICATIONS,0921-7126,1875-8452,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",416,0.765
Applied Ontology,Applied Ontology,1570-5838,1875-8533,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",148,0.75
Statistical Analysis and Data Mining,Statistical Analysis and Data Mining,1932-1864,1932-1872,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",393,0.741
Information Technology and Control,Information Technology and Control,1392-124X,N/A,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",278,0.707
CONNECTION SCIENCE,CONNECTION SCIENCE,0954-0091,1360-0494,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",397,0.673
Advances in Electrical and Computer Engineering,Advances in Electrical and Computer Engineering,1582-7445,1844-7600,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",393,0.65
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0218-1940,1793-6403,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",425,0.644
Malaysian Journal of Computer Science,Malaysian Journal of Computer Science,0127-9084,0127-9084,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",114,0.625
Turkish Journal of Electrical Engineering and Computer Sciences,Turkish Journal of Electrical Engineering and Computer Sciences,1300-0632,1303-6203,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","1,163",0.625
JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING,1542-3980,1542-3999,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",462,0.613
Intelligent Data Analysis,Intelligent Data Analysis,1088-467X,1571-4128,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",964,0.612
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,1064-2307,1555-6530,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",450,0.513
Journal of Logic Language and Information,Journal of Logic Language and Information,0925-8531,1572-9583,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",245,0.5
COMPUTING AND INFORMATICS,COMPUTING AND INFORMATICS,1335-9150,1335-9150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",362,0.421
International Arab Journal of Information Technology,International Arab Journal of Information Technology,1683-3198,1683-3198,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",674,0.41
IEEE Transactions on Games,IEEE Transactions on Games,2475-1502,2475-1510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",22,N/A
